Year,ID,STATION NAME,STATION LOCATION,AIR INTAKE,Ambient,Road-side,CAAQS,NAPS,AQHI/AQI,O3,PM2.5,NO2,SO2,CO,TRS,,
2001,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2001,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2001,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,NR,R,R,R,R,,
2001,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2001,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,NR,R,NR,NR,NR,,
2001,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2001,35003,TORONTO WEST,ELMCREST RD./CENTENNIAL PARK,5,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2001,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,44015,OAKVILLE,BRONTE RD./WOBURN CRES.,5,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2001,45025,OSHAWA,RITSON ROAD PUBLIC SCHOOL,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2001,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,46110,MISSISSAUGA,MISSISSAUGA GENERAL HOSPITAL,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,N,R,R,R,R,R,NR,,
2001,48002,STOUFFVILLE,HWY 47/E. HWY 48,5,Y,N,N,Y,Y,R,NR,R,NR,NR,NR,,
2001,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2001,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2001,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,NR,NR,NR,NR,NR,,
2001,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,NR,NR,R,NR,NR,,
2001,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2001,63200,THUNDER BAY,615 JAMES ST. S.,3,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2001,71068,SAULT STE. MARIE,"PATRICK ST., WM. MERRIFIELD SCHOOL",3,Y,N,N,Y,Y,R,NR,R,R,NR,R,,
2001,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2001,77203,SUDBURY,"100 RAMSEY LAKE RD., SCIENCE NORTH",10,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2000,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,NR,R,R,R,NR,,
2000,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,NR,R,R,NR,R,,
2000,13021,MERLIN,MIDDLE RD./MOE WATER PUMP STATION,3,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2000,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,R,R,,
2000,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,NR,NR,NR,NR,NR,,
2000,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2000,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2000,22071,SIMCOE,HWY 3/BLUE LINE RD.,5,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2000,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2000,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2000,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2000,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2000,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,R,,
2000,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,NR,R,R,R,R,,
2000,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2000,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,NR,R,NR,NR,NR,,
2000,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2000,35003,TORONTO WEST,ELMCREST RD./CENTENNIAL PARK,5,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2000,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2000,44015,OAKVILLE,BRONTE RD./WOBURN CRES.,5,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
2000,45025,OSHAWA,RITSON ROAD PUBLIC SCHOOL,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2000,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2000,46110,MISSISSAUGA,MISSISSAUGA GENERAL HOSPITAL,5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2000,48002,STOUFFVILLE,HWY 47/E. HWY 48,5,Y,N,N,Y,Y,R,NR,R,NR,NR,NR,,
2000,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2000,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2000,52020,KINGSTON,133 DALTON ST.,5,Y,N,Y,Y,Y,R,NR,NR,NR,NR,NR,,
2000,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,NR,R,R,R,R,,
2000,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,NR,R,R,R,NR,,
2000,63200,THUNDER BAY,615 JAMES ST. S.,3,Y,Y,Y,Y,Y,R,NR,R,R,R,R,,
2000,71068,SAULT STE. MARIE,"PATRICK ST., WM. MERRIFIELD SCHOOL",3,Y,N,N,Y,Y,R,NR,R,R,NR,R,,
2000,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,NR,NR,NR,NR,,
2000,77203,SUDBURY,"100 RAMSEY LAKE RD., SCIENCE NORTH",10,Y,N,Y,Y,Y,R,NR,R,R,R,R,,
