 Country ,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 Mauritius ,205522143.0,231154788.0,289846577.0,363168703.0,603431827.0,606530348.0,753378074.0,881363832.0,1086538886.0,1296031259.0,1211119204.0,1222460909.0,1153991736.0,1166697025.0,1113489496.0,1151550198.0,1565443222.0,1959005505.0,2214048712.0,2264069383.0,2735082565.0,2929774751.0,3412657126.0,3451922039.0,3769173208.0,4272660904.0,4673767108.0,4425877247.0,4407170659.0,4535540924.0,4869255454.0,4817388282.0,5055097840.0,6073442659.0,6869358258.0,6775278499.0,7028810755.0,8150150144.0,9990356849.0,9128843109.0,10003670690.0,11518413430.0,11668696526.0,12292974008.0,13074130094.0,12007291046.0,12594155346.0,13713505998.0,14735674219.0,14433048880.0,11398474087.0,11525219786.0
 Mexico ,45224639955.0,49880720000.0,57486294051.0,70329630565.0,91585907725.0,112000000000.0,113000000000.0,104000000000.0,131000000000.0,171000000000.0,237000000000.0,304000000000.0,211000000000.0,181000000000.0,214000000000.0,225000000000.0,158000000000.0,171000000000.0,209000000000.0,255000000000.0,300000000000.0,359000000000.0,415000000000.0,501000000000.0,528000000000.0,360000000000.0,411000000000.0,500000000000.0,527000000000.0,600000000000.0,708000000000.0,757000000000.0,772000000000.0,729000000000.0,782000000000.0,877000000000.0,975000000000.0,1050000000000.0,1110000000000.0,900000000000.0,1060000000000.0,1180000000000.0,1200000000000.0,1270000000000.0,1320000000000.0,1170000000000.0,1080000000000.0,1160000000000.0,1220000000000.0,1270000000000.0,1090000000000.0,1270000000000.0
 Micronesia (FS of) ,21089254.0,23101290.0,26619824.0,36928568.0,48884465.0,48909927.0,49645931.0,50168092.0,56903692.0,63917856.0,68070677.0,81100000.0,84900000.0,89200000.0,89800000.0,108100000.0,119000000.0,124200000.0,137300000.0,144500000.0,157900000.0,175900000.0,189100000.0,206600000.0,213700000.0,221853824.0,218719070.0,206731873.0,219578627.0,220570491.0,233186891.0,239906225.0,241473786.0,244921665.0,240564000.0,250644000.0,253372000.0,256787151.0,263145105.0,280284568.0,296944122.0,311301557.0,327248655.0,317214350.0,319271156.0,316489947.0,332265162.0,366666809.0,401932279.0,412479413.0,407515928.0,404178050.0
 Monaco ,284114525.0,317652390.0,389441390.0,506065755.0,546491490.0,690613533.0,712572704.0,785229681.0,969743582.0,1175054315.0,1342200433.0,1178080461.0,1119363398.0,1071550223.0,1015680077.0,1058638847.0,1476521717.0,1787826153.0,1949867581.0,1962019601.0,2428955095.0,2429120383.0,2682088163.0,2531820765.0,2667877461.0,3064085414.0,3073211085.0,2780626557.0,2876820238.0,2856637184.0,2607153342.0,2634339955.0,2859987288.0,3522288922.0,4049413357.0,4202975924.0,4582712172.0,5868093275.0,6476758150.0,5452402869.0,5362349544.0,6080728935.0,5743134110.0,6553688632.0,7059916441.0,6259130741.0,6468453293.0,6431276067.0,7194313464.0,7383971026.0,6739642360.0,8596156574.0
 Mongolia ,202122730.0,222321668.0,240301927.0,276045127.0,313582987.0,364939869.0,400055195.0,457992987.0,527068298.0,595137575.0,690705951.0,819390667.0,942496030.0,1036141236.0,1137008806.0,1239580963.0,1383744976.0,1468185739.0,1597567923.0,1729600288.0,1749191976.0,1651136154.0,1532444200.0,1519057333.0,1584610498.0,1720998478.0,1642310022.0,1468179932.0,1354162067.0,1261411054.0,1318230619.0,1470240370.0,1619300885.0,1849734484.0,2309762218.0,2925959124.0,3958584962.0,4910467662.0,6520097350.0,5314958099.0,7189483180.0,10409826296.0,12292756228.0,12582094621.0,12226539816.0,11619892593.0,11181350649.0,11480847571.0,13178094720.0,14206359016.0,13312981427.0,15098022752.0
 Montserrat ,7791209.0,8998845.0,10425107.0,11608323.0,12707728.0,14384632.0,12595102.0,13880976.0,15875462.0,19204794.0,28314703.0,33294153.0,36825668.0,39104610.0,41710103.0,43602254.0,46271959.0,50057624.0,56661724.0,63687848.0,75416273.0,64346946.0,67354529.0,67147859.0,73122220.0,68847081.0,54922701.0,44006470.0,39293374.0,37029422.0,35940741.0,35933333.0,39833333.0,41300000.0,44088889.0,48874074.0,51607407.0,54070370.0,57403704.0,59403704.0,55511111.0,63700000.0,63440741.0,59485185.0,58955556.0,61381481.0,62837037.0,59666667.0,62855556.0,65351852.0,67803704.0,71552836.0
 Morocco ,4644867410.0,4970747250.0,5969547339.0,7327133333.0,9011698026.0,10548745501.0,11253900173.0,12973193373.0,15540255107.0,18681228372.0,22097089255.0,17939504561.0,18109357741.0,16368176855.0,14970417673.0,15111218363.0,19896939570.0,21958663937.0,25922784141.0,26824568710.0,30319697280.0,32682604987.0,33403918960.0,31467877345.0,35636256682.0,38727702380.0,43017354444.0,39231483632.0,42052867952.0,41750594418.0,38900804386.0,39639357708.0,42468910881.0,52351222750.0,59838117182.0,62544742028.0,68971576353.0,79040973268.0,93556987918.0,95018208230.0,96427660570.0,106000000000.0,104000000000.0,114000000000.0,119000000000.0,110000000000.0,112000000000.0,119000000000.0,127000000000.0,129000000000.0,121000000000.0,143000000000.0
 Mozambique ,4027052622.0,4483334286.0,5019304130.0,5910383640.0,6180776798.0,6399337058.0,5827541942.0,5898603031.0,6163734500.0,6480333467.0,6379055316.0,6146681424.0,6454369807.0,6000750361.0,6805078040.0,9020655957.0,10945471991.0,3882647927.0,3308157401.0,3574931068.0,3924382414.0,3633488368.0,2640001293.0,2729524753.0,2796555386.0,2899912127.0,3856782767.0,4648838896.0,5263884908.0,5976402589.0,5656455081.0,5398557897.0,5677013631.0,6303399758.0,7631106173.0,8542083076.0,9176896596.0,10450826528.0,12556173243.0,11914471513.0,11104649064.0,14381552177.0,16350814266.0,16974314402.0,17716091466.0,15950979334.0,11936993086.0,13219079497.0,14845400592.0,15390031041.0,14156864916.0,15776758633.0
 Myanmar ,2725746049.0,2841720169.0,2776639230.0,3622329838.0,4403607277.0,3989738701.0,4252828205.0,4345062764.0,4937539566.0,5613807712.0,6231772927.0,6210961986.0,6267591014.0,6495942067.0,6599004198.0,6785801519.0,5848708673.0,5537605222.0,5487493103.0,5887851443.0,6172944197.0,6668130616.0,7349790088.0,8034115023.0,8796769548.0,9581795046.0,10346065021.0,11081531691.0,6994385244.0,7119623808.0,8694267189.0,9867835501.0,12296655300.0,10800993569.0,12065333082.0,14147688785.0,16515974384.0,20536259262.0,27926267198.0,35792932783.0,44847435582.0,60983278767.0,65032409079.0,66022609949.0,70085085318.0,63835168841.0,66970657615.0,68209182343.0,73617228765.0,74275873246.0,78318053636.0,58582089718.0
 Namibia ,605128249.0,676103456.0,677273580.0,858521041.0,1048790564.0,1118543627.0,1073800791.0,1193853054.0,1375598840.0,1699547925.0,2421991155.0,2246811296.0,2116038518.0,2293990997.0,1947997596.0,1605929721.0,1806198030.0,2296341239.0,2491447951.0,2531541670.0,2785742087.0,2992634215.0,3424716523.0,3218434947.0,3636647710.0,3942494499.0,3945295662.0,4102682851.0,3826538597.0,3818964346.0,3833978054.0,3476460183.0,3275655390.0,4811962751.0,6480449279.0,7121360217.0,7834986736.0,8740909018.0,8486697952.0,8876218195.0,11282158756.0,12409574913.0,13016201763.0,12161829781.0,12424237358.0,11335161746.0,10722018742.0,12887501268.0,13682019419.0,12542951197.0,10562659193.0,12236251093.0
 Nauru ,15348249.0,16836297.0,19837442.0,25687472.0,33416569.0,33584876.0,34116149.0,34151781.0,37011986.0,38188129.0,41906870.0,44687771.0,42460541.0,40728537.0,40088939.0,33043153.0,33338727.0,37080010.0,43082270.0,45583799.0,49240679.0,45542527.0,42651895.0,36808648.0,36687951.0,34855303.0,33747506.0,30924695.0,23998442.0,24577402.0,21716446.0,19036854.0,19063036.0,24101093.0,27622674.0,26293013.0,25392074.0,23111569.0,41545798.0,54243181.0,59277212.0,87909825.0,120537585.0,118178364.0,132826895.0,104353153.0,118168204.0,128743386.0,138203620.0,133168030.0,135650886.0,155015921.0
 Nepal ,1040760767.0,1060939330.0,1230799317.0,1144162554.0,1457682046.0,1616818498.0,1493848444.0,1484057785.0,1749146233.0,1987385688.0,2089013873.0,2374579869.0,2511868658.0,2491862427.0,2569210292.0,2740969753.0,2818322676.0,3142208817.0,3545091543.0,3524780268.0,3780186252.0,3468572521.0,3756770670.0,3787172382.0,4330701346.0,4534418924.0,4713497173.0,5191233802.0,4895254796.0,5380887241.0,5730380115.0,5890906180.0,5979106917.0,6640050345.0,7583936379.0,8712956962.0,9612268933.0,11874967348.0,12840249548.0,14179393341.0,18364611126.0,21064886028.0,20639060736.0,20961661967.0,22430489214.0,23667157889.0,24288431487.0,29443014181.0,31731890061.0,34268254394.0,32858992752.0,36207179306.0
 Netherlands ,38165079668.0,44579637546.0,54706271700.0,72268379711.0,85467497092.0,101000000000.0,110000000000.0,128000000000.0,157000000000.0,180000000000.0,195000000000.0,164000000000.0,158000000000.0,153000000000.0,144000000000.0,144000000000.0,201000000000.0,245000000000.0,262000000000.0,258000000000.0,318000000000.0,327000000000.0,363000000000.0,354000000000.0,379000000000.0,452000000000.0,450000000000.0,417000000000.0,438000000000.0,447000000000.0,416000000000.0,431000000000.0,472000000000.0,579000000000.0,657000000000.0,685000000000.0,733000000000.0,847000000000.0,948000000000.0,868000000000.0,847000000000.0,904000000000.0,839000000000.0,877000000000.0,891000000000.0,765000000000.0,784000000000.0,834000000000.0,914000000000.0,910000000000.0,910000000000.0,1010000000000.0
 New Caledonia ,378313611.0,436828282.0,509395018.0,544464888.0,643721400.0,816652157.0,798313553.0,837620087.0,846004702.0,1047225696.0,1182463925.0,974628708.0,904599891.0,823857891.0,796066180.0,854820851.0,1201321571.0,1488093158.0,2072775434.0,2185082976.0,2529440437.0,2653780639.0,2923883445.0,2822331246.0,3038728409.0,3628440671.0,3606968487.0,3543106585.0,3556304647.0,3646464020.0,3411540287.0,3294852702.0,3722480520.0,4904335297.0,5884445336.0,6236147012.0,6972959602.0,8808266121.0,9031073513.0,8669544317.0,9355222390.0,10337902024.0,9659704420.0,10148497701.0,10620889854.0,8734689592.0,8718646418.0,9174048669.0,9896402295.0,9475655342.0,9454629451.0,10071349707.0
 New Zealand ,6623846821.0,7937704851.0,9657216000.0,12704731201.0,14261899749.0,13824222272.0,13904026141.0,15206078653.0,18466962199.0,20997391444.0,23364631647.0,25180539488.0,25083138976.0,24888872079.0,23947947636.0,24107770570.0,30291755402.0,38456571590.0,46270939099.0,44634198122.0,45440191226.0,43833503908.0,42061097062.0,45641389596.0,53564090984.0,63152092361.0,69492506947.0,69302800973.0,57179739141.0,59921764996.0,54443834073.0,54109071953.0,62520383454.0,83910383617.0,102000000000.0,115000000000.0,112000000000.0,137000000000.0,133000000000.0,121000000000.0,147000000000.0,168000000000.0,176000000000.0,191000000000.0,201000000000.0,178000000000.0,189000000000.0,207000000000.0,212000000000.0,213000000000.0,212000000000.0,250000000000.0
 Nicaragua ,1140274489.0,1213649602.0,1293333421.0,1605730509.0,2233136620.0,2335240613.0,2713229207.0,3288777380.0,3143871238.0,2249972165.0,2844847269.0,3002204959.0,3355966405.0,3631192002.0,3732528304.0,3596890328.0,3640613436.0,3704287412.0,3357504752.0,3428491368.0,3554967505.0,3653862335.0,3874553066.0,4133618242.0,3848588180.0,4118083965.0,4293734931.0,4375338783.0,4619894994.0,4839838057.0,5092553708.0,5333911402.0,5206313233.0,5304485890.0,5773621221.0,6300251491.0,6763672215.0,7423374949.0,8496967421.0,8298702543.0,8758602360.0,9774329500.0,10532017440.0,10982988173.0,11880438655.0,12756696290.0,13286093197.0,13785892849.0,13025221836.0,12596636128.0,12586958232.0,14013014452.0
 Niger ,580985639.0,622599077.0,780685556.0,832117048.0,955648096.0,1217118321.0,1440362797.0,1700814438.0,2302630828.0,3014474898.0,3671649376.0,3202222497.0,2919022906.0,2608745056.0,2113703068.0,2083800653.0,2694918600.0,3117664402.0,3240725553.0,3024502300.0,3590556747.0,3407853980.0,3540509618.0,3250383223.0,2010194664.0,2431547476.0,2603260055.0,2397173991.0,2738956662.0,2694524660.0,2350823802.0,2559949337.0,2919220254.0,3594328068.0,3943325163.0,4585801120.0,4966573191.0,5764974958.0,7252784463.0,7208347778.0,7631442274.0,8600812558.0,9166697852.0,10147446806.0,10877077986.0,9676541052.0,10398863668.0,11185105961.0,12808662634.0,12916460168.0,13744174582.0,14915001994.0
 Nigeria ,29387650369.0,34092545940.0,41458899352.0,47633745851.0,77128915025.0,98080029481.0,120000000000.0,139000000000.0,155000000000.0,188000000000.0,244000000000.0,226000000000.0,221000000000.0,219000000000.0,216000000000.0,210000000000.0,113000000000.0,60925781757.0,69565273403.0,56330724748.0,61535970793.0,59544904628.0,52376403674.0,56974940663.0,49502352857.0,50503643016.0,53586242932.0,56111306543.0,58207544173.0,59372613486.0,69448734169.0,74030397750.0,95385852282.0,105000000000.0,136000000000.0,176000000000.0,236000000000.0,276000000000.0,337000000000.0,292000000000.0,363000000000.0,410000000000.0,459000000000.0,515000000000.0,568000000000.0,495000000000.0,405000000000.0,376000000000.0,422000000000.0,475000000000.0,430000000000.0,431000000000.0
 Norway ,12814194863.0,14583103533.0,17358481291.0,22534123432.0,27145652980.0,32877543120.0,35942160909.0,41508030439.0,46523534751.0,53132594368.0,64439056748.0,63596562434.0,62646871992.0,61627522383.0,62058271863.0,65416626281.0,78692809868.0,94230754959.0,102000000000.0,103000000000.0,120000000000.0,122000000000.0,131000000000.0,121000000000.0,127000000000.0,152000000000.0,164000000000.0,161000000000.0,154000000000.0,162000000000.0,171000000000.0,174000000000.0,196000000000.0,229000000000.0,265000000000.0,309000000000.0,346000000000.0,401000000000.0,462000000000.0,386000000000.0,429000000000.0,498000000000.0,510000000000.0,523000000000.0,498000000000.0,386000000000.0,369000000000.0,398000000000.0,437000000000.0,405000000000.0,362000000000.0,482000000000.0
 Oman ,268409418.0,315323809.0,384188039.0,505851171.0,1723549414.0,2195592765.0,2680975810.0,2870460136.0,2870763309.0,3910653283.0,6256014459.0,7551882717.0,7942132038.0,8397088881.0,9254100985.0,10280627288.0,8138146052.0,8532893254.0,8293439321.0,9268487498.0,11556031285.0,11216011847.0,12314773602.0,12355925807.0,13129450207.0,14416150461.0,16398293519.0,17469676212.0,16044190393.0,17832644771.0,22259497550.0,22205659183.0,23065580278.0,24733762117.0,28378899254.0,35506865345.0,42577643717.0,48300294986.0,69804646640.0,55454115532.0,64993548432.0,77497413925.0,87408793553.0,89936131415.0,92699123129.0,78710880567.0,75128854988.0,80856575503.0,91505918083.0,88060945077.0,75909397612.0,88191977477.0
 Pakistan ,13139261768.0,13975754332.0,8251877546.0,8848524430.0,11660558124.0,14715396177.0,17254057789.0,19819587047.0,23338322130.0,25797571983.0,30994277554.0,36820056616.0,35851006582.0,36399712132.0,39160686647.0,38840362265.0,40497845025.0,43113077983.0,49155354318.0,49100245566.0,51666173856.0,55973297636.0,62958367556.0,62134067176.0,66919638536.0,77266091761.0,76999762382.0,77394422577.0,77886383085.0,77779555708.0,76865936391.0,73268805041.0,80353156003.0,90990621089.0,104000000000.0,118000000000.0,136000000000.0,154000000000.0,155000000000.0,167000000000.0,183000000000.0,225000000000.0,230000000000.0,239000000000.0,274000000000.0,297000000000.0,312000000000.0,337000000000.0,322000000000.0,292000000000.0,294000000000.0,343000000000.0
 Palau ,9329342.0,10252214.0,11260422.0,12370140.0,13593988.0,14943283.0,16430508.0,17998720.0,19791411.0,21787685.0,23985315.0,26404610.0,29067928.0,31999885.0,36157232.0,41172756.0,46884005.0,53387485.0,60793091.0,69225960.0,78828589.0,86830055.0,93339143.0,85930969.0,90957049.0,110390638.0,131829805.0,142772230.0,147951543.0,143115248.0,147833000.0,158159000.0,161615000.0,157963000.0,173374000.0,184737750.0,189300641.0,194863078.0,198236766.0,183685219.0,183232313.0,194284672.0,212967234.0,224486625.0,243165063.0,280437813.0,299047188.0,285623531.0,284883094.0,278915875.0,251855609.0,217804328.0
 Panama ,1165333385.0,1314855647.0,1444770309.0,1652542039.0,1888635855.0,2115327197.0,2246617833.0,2382036383.0,2824181964.0,3232501573.0,4119430014.0,4639007186.0,4911753244.0,5160443726.0,5455502197.0,5817497921.0,6146489863.0,6338585829.0,5664681106.0,5679788471.0,6174496595.0,6789366381.0,7718004533.0,8428399355.0,8987604309.0,9187718800.0,9472434539.0,10246723070.0,11108703334.0,11641052103.0,11808001717.0,11998017406.0,12470313088.0,13141769599.0,14407965057.0,15714094294.0,17413362943.0,21295984230.0,25155888616.0,27116635565.0,29440287581.0,34686224301.0,40429734384.0,45599994005.0,49921464365.0,54091713776.0,57907695409.0,62202725204.0,64929409212.0,66984427150.0,53977036995.0,63605065781.0
 Papua New Guinea ,1097370106.0,1225105100.0,1465909721.0,2217532555.0,2511134759.0,2321311750.0,2497393903.0,2749854725.0,3341200078.0,3844054652.0,4266721029.0,4186910775.0,3969694264.0,3956102423.0,3915900828.0,3703105549.0,4082771792.0,4847281623.0,5636651761.0,5467860036.0,4966130360.0,5840933811.0,6616763424.0,7520613457.0,8042635507.0,7316196524.0,7785782980.0,7441503107.0,5688162313.0,5190526106.0,5289216337.0,4637053588.0,4606800660.0,5616509038.0,6312881925.0,7355124322.0,8354911627.0,9545029472.0,11670891352.0,11619455061.0,14250785792.0,17985138443.0,21295165207.0,21261377325.0,23210824046.0,21723334308.0,20758911153.0,22742696403.0,24215853486.0,24750628368.0,23848445186.0,26594518500.0
 Paraguay ,680195559.0,760225508.0,879730242.0,1138822097.0,1525408062.0,1728964670.0,1943497592.0,2393290421.0,2928306295.0,3908566500.0,5088315995.0,6434072027.0,6691466139.0,7427523783.0,6092123045.0,5199513395.0,6184998189.0,5186388499.0,6903376499.0,4991118986.0,6022338301.0,7148182526.0,7373926970.0,7864110779.0,8984537295.0,10440241257.0,11330428644.0,11484007928.0,10246124812.0,9450340406.0,9184330262.0,8343410830.0,8187342141.0,8527708862.0,10399135844.0,11306223198.0,13780604183.0,17856369582.0,24615549363.0,22360961842.0,27260886597.0,33756239169.0,33271921136.0,38501122438.0,40377929597.0,36211447840.0,36089700024.0,38997129809.0,40225448569.0,37925338450.0,35432177967.0,40458386036.0
 Peru ,5839793282.0,6511627907.0,7209302326.0,8630490956.0,10878552972.0,13276911962.0,12662352220.0,11408581960.0,9798602058.0,12513410271.0,16648477049.0,20335387078.0,20686192397.0,16053328940.0,16829089773.0,14529461088.0,21604588636.0,35388803643.0,30910513719.0,34754048243.0,29118873770.0,34354513205.0,35884248340.0,34642889103.0,44662900518.0,53371153846.0,55274184783.0,58143884892.0,55490102389.0,50204630542.0,51743266476.0,52048952046.0,54796246268.0,58743406219.0,66780929779.0,76080414462.0,88658557838.0,102000000000.0,121000000000.0,121000000000.0,148000000000.0,172000000000.0,193000000000.0,201000000000.0,201000000000.0,190000000000.0,192000000000.0,211000000000.0,223000000000.0,228000000000.0,202000000000.0,223000000000.0
 Philippines ,7559115518.0,8375075197.0,9067815975.0,11412449174.0,15607882556.0,16875240685.0,19381054332.0,22283109807.0,25762223399.0,31218296297.0,36848079268.0,40499388874.0,42206011278.0,37759181030.0,35730184921.0,34961486975.0,33987206739.0,37791488666.0,43152128958.0,48513772975.0,50508286643.0,51784144315.0,60422329033.0,62036529910.0,73159337837.0,84644329825.0,94648084429.0,94106316501.0,74492416329.0,85640170315.0,83669788255.0,78921157072.0,84307346433.0,87039092439.0,95002000250.0,107000000000.0,128000000000.0,156000000000.0,182000000000.0,176000000000.0,208000000000.0,234000000000.0,262000000000.0,284000000000.0,297000000000.0,306000000000.0,319000000000.0,328000000000.0,347000000000.0,377000000000.0,362000000000.0,394000000000.0
 Poland ,28276836750.0,31307975094.0,34614954085.0,40974984191.0,45975906942.0,48952764458.0,54575716867.0,60529431627.0,68549906970.0,76736765663.0,59107766302.0,56017430038.0,68052502098.0,78719539378.0,78825865066.0,73333305545.0,76339616038.0,66017767865.0,71092877274.0,84931072048.0,66049911579.0,85650633861.0,94471882591.0,96310106560.0,111000000000.0,142000000000.0,160000000000.0,159000000000.0,175000000000.0,170000000000.0,172000000000.0,191000000000.0,199000000000.0,218000000000.0,255000000000.0,306000000000.0,345000000000.0,429000000000.0,534000000000.0,440000000000.0,476000000000.0,524000000000.0,495000000000.0,516000000000.0,539000000000.0,477000000000.0,470000000000.0,525000000000.0,589000000000.0,596000000000.0,599000000000.0,679000000000.0
 Portugal ,8107986478.0,9204213323.0,11235629546.0,15092894648.0,17507496582.0,19354199736.0,20335257192.0,21436760563.0,23492061338.0,26619630726.0,32895353122.0,31978106679.0,30526883139.0,27241253912.0,25218249195.0,27115009111.0,38744055266.0,48181654495.0,56344182076.0,60594212811.0,78718277232.0,89236920972.0,108000000000.0,95013548958.0,99692436082.0,118000000000.0,123000000000.0,117000000000.0,124000000000.0,127000000000.0,118000000000.0,121000000000.0,134000000000.0,165000000000.0,189000000000.0,197000000000.0,209000000000.0,240000000000.0,262000000000.0,244000000000.0,238000000000.0,245000000000.0,216000000000.0,226000000000.0,230000000000.0,199000000000.0,206000000000.0,221000000000.0,242000000000.0,240000000000.0,229000000000.0,254000000000.0
 Puerto Rico ,5105645474.0,5726370760.0,6417956532.0,7100415807.0,7793015635.0,8313226047.0,9095062749.0,10050302922.0,11321928375.0,12929206160.0,14638903540.0,16180267725.0,16999624476.0,17519834889.0,19432343345.0,20574169709.0,22277782756.0,24213614486.0,26545941872.0,28664303571.0,31034151006.0,32740806219.0,35116737987.0,37441966985.0,40248872291.0,43246420009.0,45978285217.0,48864286843.0,54846199560.0,58653977531.0,62569245373.0,70180745093.0,72630702904.0,75878722302.0,80322313000.0,83914521341.0,87276164365.0,89524100000.0,93639300000.0,96385600000.0,98381300000.0,100000000000.0,102000000000.0,102000000000.0,102000000000.0,103000000000.0,104000000000.0,103000000000.0,101000000000.0,105000000000.0,103000000000.0,107000000000.0
 Qatar ,538935598.0,713542654.0,1030063887.0,1503054561.0,1935094626.0,2469524218.0,3206311027.0,3509457316.0,3931749595.0,5632962972.0,7837916673.0,8672527475.0,7611263738.0,6484890112.0,6870329671.0,6153296703.0,5053021978.0,5446428571.0,6038186813.0,6487912088.0,7360439560.0,6883516484.0,7646153846.0,7156593407.0,7374450549.0,8137912088.0,9059340659.0,11297802198.0,10255494505.0,12393131868.0,17759890110.0,17538461538.0,19363736264.0,23533791209.0,31734169415.0,44530499464.0,60881951687.0,79711970990.0,115000000000.0,97798481937.0,125000000000.0,168000000000.0,187000000000.0,199000000000.0,206000000000.0,162000000000.0,152000000000.0,161000000000.0,183000000000.0,176000000000.0,144000000000.0,180000000000.0
 Republic of Korea ,9005144003.0,9903571249.0,10862212682.0,13876473370.0,19543973941.0,21784297521.0,29902479339.0,38446487603.0,51972107438.0,66946900826.0,65398377598.0,72933529442.0,78358419744.0,87760549491.0,97510740086.0,101000000000.0,117000000000.0,148000000000.0,200000000000.0,247000000000.0,283000000000.0,331000000000.0,356000000000.0,393000000000.0,464000000000.0,567000000000.0,610000000000.0,570000000000.0,383000000000.0,498000000000.0,576000000000.0,548000000000.0,627000000000.0,703000000000.0,793000000000.0,935000000000.0,1050000000000.0,1170000000000.0,1050000000000.0,944000000000.0,1140000000000.0,1250000000000.0,1280000000000.0,1370000000000.0,1480000000000.0,1470000000000.0,1500000000000.0,1620000000000.0,1720000000000.0,1650000000000.0,1640000000000.0,1810000000000.0
 Romania ,12642096835.0,15009728864.0,17321418291.0,20170754933.0,21127040500.0,22759526500.0,25579853000.0,27650633500.0,32597247314.0,35176444444.0,36249241111.0,43978574000.0,51290708000.0,47329105569.0,40562527707.0,50436457898.0,54909453419.0,61403465000.0,63489668054.0,56564589772.0,40347052325.0,30439879954.0,20655800836.0,27811976519.0,31728130344.0,37430238806.0,36922493307.0,35575197535.0,41696111548.0,35953162616.0,37253738081.0,40395114265.0,46065502703.0,57806382692.0,74973660681.0,98454374488.0,122000000000.0,175000000000.0,214000000000.0,174000000000.0,170000000000.0,193000000000.0,179000000000.0,190000000000.0,200000000000.0,178000000000.0,185000000000.0,210000000000.0,243000000000.0,251000000000.0,251000000000.0,284000000000.0
 Rwanda ,227807455.0,273832243.0,308135671.0,382373813.0,501613182.0,604242889.0,673864040.0,788926645.0,956990983.0,1172158250.0,1325811542.0,1486731611.0,1486945138.0,1563479713.0,1677283180.0,1812787181.0,2038548784.0,2279575008.0,2459117649.0,2507710293.0,2435032064.0,1812575129.0,1914769388.0,1854308804.0,1141600742.0,1230119922.0,1389377125.0,1950521330.0,2188268087.0,2156063513.0,2068277714.0,1966175942.0,1966908638.0,2138918140.0,2375967506.0,2932831837.0,3318770538.0,4067976342.0,5176935125.0,5671486723.0,6120409602.0,6881484483.0,7651045362.0,7815834873.0,8240673796.0,8525953149.0,8690996221.0,9252814353.0,9642391734.0,10356362627.0,10184695826.0,11069922510.0
 Saint Kitts and Nevis ,24845242.0,29869468.0,34986781.0,36876606.0,48031020.0,50859880.0,42977030.0,44496296.0,49433333.0,58840741.0,68459259.0,80888889.0,86022222.0,86874074.0,98603704.0,111007407.0,130685185.0,147748148.0,172692593.0,192518519.0,217259259.0,220540741.0,242137037.0,263755556.0,295159259.0,313485185.0,333944444.0,374266667.0,382874074.0,406188889.0,437459259.0,479344444.0,499374074.0,483329630.0,527222222.0,573962963.0,672870370.0,717137037.0,777692593.0,774274074.0,778718519.0,836092593.0,825381481.0,874896296.0,953170370.0,957037037.0,1008100000.0,1058944444.0,1076922222.0,1107844444.0,884522222.0,860844444.0
 Saint Lucia ,41222418.0,47158548.0,54036644.0,60782879.0,82538119.0,95695108.0,99468268.0,108703244.0,127278644.0,154418543.0,181191887.0,207484747.0,224385885.0,243253539.0,268278318.0,298117841.0,361467388.0,395769961.0,451000818.0,510551076.0,556509093.0,598831286.0,665261872.0,665603659.0,693481620.0,739053270.0,786487412.0,801426988.0,879726016.0,926293307.0,936200187.0,883465006.0,887924622.0,964518306.0,1059557777.0,1119669500.0,1268318519.0,1336088889.0,1437907407.0,1401537037.0,1486637037.0,1577414815.0,1605777778.0,1665811111.0,1756062963.0,1809977778.0,1865514815.0,1996770370.0,2065125926.0,2118792593.0,1616774074.0,1764902581.0
 Samoa ,41794077.0,49123634.0,57191669.0,75686559.0,85517470.0,85463863.0,77708110.0,89858607.0,98927001.0,112217625.0,115253971.0,108330486.0,111104000.0,102527017.0,100088962.0,87598729.0,92526477.0,102395074.0,121833095.0,112555867.0,115254862.0,115015626.0,121248600.0,121986541.0,203821057.0,201508675.0,226805880.0,246941804.0,231426266.0,236094625.0,237621453.0,246223745.0,271644576.0,330770833.0,395827533.0,446712378.0,465486858.0,667761807.0,683747634.0,625762252.0,698735067.0,778848441.0,774670950.0,798317100.0,818039559.0,825564581.0,870188462.0,881694105.0,894065272.0,912553577.0,829148784.0,857261321.0
 San Marino ,79820212.0,87757384.0,102243293.0,123528456.0,140480105.0,160285442.0,158186714.0,181310586.0,221764098.0,277098555.0,335917435.0,303168018.0,300742818.0,311840624.0,308222032.0,318292745.0,450731946.0,567155228.0,627553079.0,653640730.0,831481612.0,877156933.0,929257389.0,825148535.0,894883573.0,1019739874.0,1174004153.0,1107743878.0,1188540427.0,1257913241.0,1140776269.0,1201650860.0,1297098320.0,1655327594.0,1941931806.0,2027428774.0,2165375316.0,2487553677.0,2751823041.0,2362736249.0,2139342824.0,2053922582.0,1800605835.0,1865014772.0,1844843168.0,1418829692.0,1467345667.0,1528621195.0,1655354304.0,1616231660.0,1544713793.0,1701595072.0
